MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"1","나주","어르신","일반","65","관리자","3등급","20240712","M","171.5","71.4","28.4","91.2","98","156","33.2","37.7",,,"13.5",,,,,,"24.3",,,,,"18",,"106","4.77","18.33","52.8",,,,,,,,,,,,,,,,,,,"37.7"
"5","제주","성인","일반","43","관리자","1등급","20240712","M","182.1","80","10.8","80.1","94","134","56.7","56",,,"15.7",,,,,,"24.1","50",,,"230",,,,,,"70.9",,,,,,,,"97","42.0",,,"0.327",,,,,,,
"1","KSPO송파별관(파크텔3층)","어르신","일반","65","관리자","3등급","20240712","M","179.1","70.6","21.4",,"77","120","37.1","42",,,"2.2",,,,,,"22.0",,,,,"23",,"123","4.91","20.85","59.5",,,,,,,,,,,,,,,,,,,"42.0"
"1","남구(부산)","성인","출장","57","관리자","3등급","20240712","F","151.9","51.0","32.8",,"92","125","22.5","26.4",,,"16",,,,,,"22.1","21",,,,,,,,,"51.8",,,,,,,,"107","32.9",,,"0.437","0.365",,,,,,
"12","청주","청소년","일반","18","관리자","3등급","20240712","M","169.3","73.2","26.6","88.2","69","115","42.1","51.8",,"53","5.1","19.85","0.576","39.524","8","39.892","25.5",,,,,,,,,,"70.8",,,"90","121","146",,"43.9",,,,,,,,,,,,
"1","남구(부산)","성인","출장","53","관리자","3등급","20240712","F","157.7","51.9","22.2",,"88","126","29.4","35",,,"12.5",,,,,,"20.9","30",,,,,,,,,"67.4",,,,,,,,"93","35.7",,,"0.359","0.502",,,,,,
"1","서구(대전)","성인","일반","19","관리자","1등급","20240712","F","156.9","48.5","22.3",,"65","105","24.8","29.8",,,"30.2",,,,,,"19.7","45","32",,"217",,,,,,"61.4",,"38.3",,,,,,,,,,"0.276",,,,,,,
"6","스포원(금정)","성인","일반","59","관리자","참가","20240712","M","167.5","76.9","21.1",,"88","139","54.3","63.4",,,"19.5",,,,,,"27.4","33",,,"207",,,,,,"82.4",,,,,,,,"130","32.8",,,"0.388",,,,,,,
"4","중구(서울)","어르신","일반","65","관리자","3등급","20240712","M","168.4","59.2","15.6","75.6","74","133","35.9","40.4",,,"4.0",,,,,,"20.9",,,,,"21",,"97","4.7","20.5","68.2",,,,,,,,,,,,,,,,,,,"40.4"
"1","KSPO송파","성인","일반","19","관리자","참가","20240712","M","194.2","75.6","16.6","80.1","66","102","50.9","50.6",,,"-1.3",,,,,,"20.0","29",,,"210",,,,,,"67.3",,,,,,,,"135","44.2",,,"0.369",,,,,,,
"2","남구(부산)","성인","출장","23","관리자","참가","20240712","M","187.4","67.2","13.5",,"79","124","40.8","48.3",,,"9.5",,,,,,"19.1","37",,,,,,,,,"71.9",,,,,,,,"70","54.2",,,"0.272","0.601",,,,,,
"2","스포원(금정)","성인","일반","56","관리자","2등급","20240712","M","171.6","72.7","19.6",,"68","122","44.4","47.4",,,"8.7",,,,,,"24.7","29",,"11.05",,,,,,,"65.2",,,,,,,,"100","39.2",,,,"0.511",,,,,,
"1","남구(부산)","성인","출장","42","관리자","2등급","20240712","M","186.4","99.2","19.2",,"92","153","54.9","60.3",,,"10",,,,,,"28.6","40",,,,,,,,,"60.8",,,,,,,,"84","40.2",,,"0.345","0.579",,,,,,
"1","동해","성인","일반","53","관리자","참가","20240712","F","150.1","51.8","18.7",,"76","122","19.4","26.2",,,"13.1",,,,,,"23.0","2",,,,,,,,,"50.6",,,,,,,,"100","34.1",,,"0.493","0.338",,,,,,
"1","스포원(금정)","성인","일반","56","관리자","참가","20240712","F","162.2","63.8","32.9",,"82","120","23.1","24.6",,,"8.7",,,,,,"24.3","19",,,"132",,,,,,"38.6",,,,,,,,"82","34.0",,,"0.422",,,,,,,
"1","성남","어르신","일반","71","관리자","2등급","20240712","M","166.8","60.7","26.9",,"60","120","30.1","26.8",,,"5.3",,,,,,"21.8",,,,,"20",,"111","5.76","25.35","49.6",,,,,,,,,,,,,,,,,,,"30.1"
"1","성남","어르신","일반","66","관리자","참가","20240712","F","146.5","50.9","39.9",,"77","157","18.9","22.4",,,"8.1",,,,,,"23.7",,,,,"16",,"90","7.73","30.42","44.0",,,,,,,,,,,,,,,,,,,"22.4"
"3","원주","청소년","일반","18","관리자","3등급","20240712","M","174.9","68.8","21.5","77","90","137","34.4","38.3",,"57","16.6","18.97","0.526","45.728","12","46.280","22.5",,"40",,,,,,,,"55.7",,"42.6",,,,,,,,,,,,,,,,,
"5","나주","성인","일반","61","관리자","1등급","20240712","M","176.1","67.5","21","85.4","80","128","40.2","39.1",,,"15.9",,,,,,"21.8","37",,,"215",,,,,,"59.6",,,"83","105","124","155","38.1",,,,,"0.333",,,,,,,
"1","양평","성인","일반","63","관리자","2등급","20240712","M","182.6","71.80","12.8","79.1","74","140","41.4","46.8",,,"8.9",,,,,,"21.5","57",,,"197",,,,,,"65.2",,,,,,,,"111","36.9",,,"0.415",,,,,,,
"1","남구(부산)","성인","출장","53","관리자","3등급","20240712","M","168.9","71.2","24.2",,"94","123","46.1","47.6",,,"6.4",,,,,,"25.0","41",,,,,,,,,"66.9",,,,,,,,"102","39.8",,,"0.358","0.563",,,,,,
"1","고양","성인","일반","20","관리자","참가","20240712","M","181.2","76.9","16.9",,"70","134","37.6","46.1",,,"-3.4",,,,,,"23.4","32","38","10.54","200",,,,,,"59.9",,"40.8",,,,,,,,,,,,,,,,,
"1","양평","성인","일반","60","관리자","참가","20240712","M","169.9","79.70","29.0","94.1","96","136","40.5","44.1",,,"8.1",,,,,,"27.6","26",,,"183",,,,,,"55.3",,,"97","118","136","163","32.7",,,,,"0.323",,,,,,,
"1","고양","성인","일반","52","관리자","참가","20240712","F","157.2","63.2","32.6",,"90","146","33.1","33.8",,,"21.1",,,,,,"25.6","26",,,"159",,,,,,"53.5",,,,,,,,"116","30.3",,,"0.359",,,,,,,
"1","남구(부산)","성인","출장","23","관리자","참가","20240712","F","173.7","93.8","41.9",,"85","118","29.9","35.3",,,"17.5",,,,,,"31.1","18",,,,,,,,,"37.6",,,,,,,,"105","31.0",,,"0.500","0.42",,,,,,
"1","동해","성인","일반","62","관리자","참가","20240712","F","160.2","53.8","23.9",,"77","142","25.9","25.9",,,"7.5",,,,,,"21.0","38",,,,,,,,,"48.1",,,"86","115","137",,"33.1",,,,,"0.356","0.448",,,,,,
"2","남구(부산)","성인","출장","36","관리자","참가","20240712","F","162.7","51.0","23.2",,"73","99","22.9","24.3",,,"5.4",,,,,,"19.3","14",,,,,,,,,"47.6",,,,,,,,"89","40.1",,,"0.385","0.452",,,,,,
"2","수원","성인","일반","19","관리자","2등급","20240712","F","162.4","58.8","32.1","73","83","110","31.2","35.5",,,"21.4",,,,,,"22.3","31",,"11.07","209",,,,,,"60.4",,,"84","93","122",,"40.4",,,,,,,,,,,,
"1","수원","성인","일반","20","관리자","3등급","20240712","M","170.4","58.8","16.4","76","61","115","35","34.2",,,"7.5",,,,,,"20.3","43",,,"166",,,,,,"59.5",,,,,,,,"103","50.6",,,"0.473",,,,,,,
"1","창원","성인","일반","26","관리자","참가","20240712","F","166.6","55.1","31.7","64","85","140","20.9","21.7",,,"12",,,,,,"19.9","20",,,"136",,,,,,"39.4",,,,,,,,"128","36.5",,,"0.478",,,,,,,
"1","남구(부산)","성인","출장","44","관리자","참가","20240712","F","158.1","50.6","16.4",,"59","101","26.2","14.1",,,"9",,,,,,"20.2","21",,,,,,,,,"51.8",,,,,,,,"90","38.1",,,"0.375","0.489",,,,,,
"1","수원","성인","일반","19","관리자","참가","20240712","M","170.4","63","18.9","72","69","123","35.9","44.5",,,"24.9",,,,,,"21.7","40",,"10.4","200",,,,,,"70.6",,,,,,,,"80","53.3",,,,,,,,,,
"2","KSPO대구(출장B)","성인","출장","52","관리자","3등급","20240712","M","168.9","63.7","18.4",,"84","157","34.4","34.5",,,"9.4",,,,,,"22.3","52",,"11.7",,,,,,,"54.2",,,,,,,,"119","39.2",,,,"0.502",,,,,,
"1","KSPO광주","성인","일반","23","관리자","3등급","20240712","M","187.5","78.5","12.7","81.5","66","106","45.1","53.8",,,"9.7",,,,,,"22.3","62",,,"245",,,,,,"68.5",,,,,,,,"88","49.0",,,"0.325",,,,,,,
"1","KSPO광주","성인","일반","31","관리자","3등급","20240712","F","164.4","57.8","23.5","63.5","63","108","25.7","25.7",,,"10.5",,,,,,"21.4","36",,"13.07",,,,,,,"44.5",,,,,,,,"104","37.6",,,,"0.496",,,,,,
"1","KSPO대구(출장B)","성인","출장","60","관리자","2등급","20240712","M","173","74.9","24.6",,"83","157","44.8","41.3",,,"10.2",,,,,,"25.0","30",,"11.3",,,,,,,"59.8",,,,,,,,"103","37.4",,,,"0.502",,,,,,
"2","KSPO대구(출장B)","성인","출장","55","관리자","참가","20240712","M","177.8","72.4","19.1",,"50","112","39.7","40.3",,,"-2",,,,,,"22.9","20",,"11.7",,,,,,,"55.7",,,,,,,,"110","38.5",,,,"0.515",,,,,,
"1","KSPO대구(출장B)","성인","출장","29","관리자","3등급","20240712","M","178.7","73.6","12.8",,"77","123","54.5","56.6",,,"10.9",,,,,,"23.0","41",,"10.1",,,,,,,"76.9",,,,,,,,"115","44.0",,,,"0.589",,,,,,
"2","달서","성인","일반","51","관리자","1등급","20240712","F","160.5","50.44","16.3","69.8","84","130","26.3","28",,,"24",,,,,,"19.6","29",,,"163",,,,,,"55.5",,,,,,,,"110","34.6",,,"0.357",,,,,,,
"3","원주","성인","일반","19","관리자","2등급","20240712","M","171.1","76.2","20","79.5","87","138","41.4","48.2",,,"19.8",,,,,,"26.0","58","62",,"219",,,,,,"63.3",,"46.8",,,,,,,,,,"0.312",,,,,,,
"1","달서","성인","일반","43","관리자","3등급","20240712","M","178.6","60.32","13.6","71.4","90","139","38.8","42.3",,,"8.2",,,,,,"18.9","32",,,"196",,,,,,"70.1",,,,,,,,"64","51",,,"0.308",,,,,,,
"1","강릉","청소년","출장","13","관리자","1등급","20240712","M","158.8","40.6","8.9","62.5","79","119","25.5","26.9",,"49","11.1","18.1","0.601","57.298","11","57.804","16.1",,"70",,"197",,,,,,"66.3",,"51.5",,,,,,,,,,,,,,,,,
"11","군산","성인","일반","55","관리자","참가","20240712","F","158.3","87.1","43.5","99","74","130","28.7","30.7",,,"26.2",,,,,,"34.8","7",,,,,,,,,"35.2",,,"68","108","131",,"26.7",,,,,"0.396","0.377",,,,,,
"1","강릉","청소년","출장","13","관리자","2등급","20240712","M","176.3","77.4","19.9","89","79","119","39.3","44.9",,"39","9.2","18.25","0.564","49.651","8","50.019","24.9",,"44",,"188",,,,,,"58.0",,"41.8",,,,,,,,,,,,,,,,,
"1","KSPO대구","성인","일반","19","관리자","참가","20240712","F","165.1","52","21.3","64","52","94","23.2","34.8",,,"8",,,,,,"19.1","27","22",,"202",,,,,,"66.9",,"34.9",,,,,,,,,,"0.358",,,,,,,
"1","KSPO대구(출장B)","성인","출장","36","관리자","2등급","20240712","M","173.1","76.3","18.4",,"76","137","44.7","45.5",,,"12.2",,,,,,"25.5","56",,"9.6",,,,,,,"59.6",,,,,,,,"85","45.6",,,,"0.589",,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","161.9","75.4","39.5","94","79","119","26.6","28.4",,"16","6.2","20.75","0.390","53.025","9","53.439","28.8",,"25",,"115",,,,,,"37.7",,"36.0",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","F","152.3","45.3","25.0","69.2","80","120","19","12.3",,"17","22.0","20.59","0.453","53.535","15","54.225","19.5",,"45",,"156",,,,,,"41.9",,"39.8",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","163.6","49.6","17.1","68.2","80","120","23.4","28.7",,"42","-14.2","20.25","0.452","49.434","5","49.664","18.5",,"57",,"157",,,,,,"57.9",,"47.7",,,,,,,,,,,,,,,,,
"1","남구(부산)","성인","출장","46","관리자","참가","20240712","F","163.3","51.9","23.2",,"76","92","25.7","28.8",,,"6.6",,,,,,"19.5","33",,,,,,,,,"55.5",,,,,,,,"107","35.8",,,"0.4","0.427",,,,,,
"1","동구(부산)","성인","일반","43","관리자","참가","20240712","F","154.3","56.00","31.2","76.5","51","93","24.2","25.2",,,"8.3",,,,,,"23.5","28",,,"136",,,,,,"45.0",,,,,,,,"87","37.0",,,"0.346",,,,,,,
"1","강릉","청소년","출장","13","관리자","2등급","20240712","M","166.9","50.1","12.0","66.4","80","120","25.4","24.1",,"46","13.1","17.78","0.539","54.840","12","55.392","18.0",,"50",,"201",,,,,,"50.7",,"46.6",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","F","169.2","61.5","29.7","76","79","119","23.2","26.8",,"17","26","22.31","0.379","59.228","10","59.688","21.5",,"19",,"148",,,,,,"43.6",,"33.7",,,,,,,,,,,,,,,,,
"3","남구(부산)","성인","출장","63","관리자","참가","20240712","F","164.1","66.5","35.1",,"70","134","30.1","27.4",,,"11",,,,,,"24.7","17",,,,,,,,,"45.3",,,,,,,,"84","32.0",,,"0.427","0.390",,,,,,
"1","군산","성인","일반","27","관리자","참가","20240712","F","164.5","89.6","51.7","102","87","130","28","26.5",,,"2.4",,,,,,"33.1","0",,,,,,,,,"31.3",,,"82","139","163",,"28.1",,,,,"0.531","0.327",,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","168.3","65.1","23.7","82.0","80","120","30.1","35",,"35","5.8","35","0.464","46.892","11","47.398","23.0",,"0",,"190",,,,,,"53.8",,"34.1",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","155.5","40.9","10.3","61.2","79","119","21.1","24.4",,"24","-8.0","35","0.502","50.026","6","50.302","16.9",,"0",,"171",,,,,,"59.7",,"37.3",,,,,,,,,,,,,,,,,
"3","광주","어르신","일반","81","관리자","2등급","20240712","M","167","57.5","30.3",,"84","159","31.9","32",,,"0.5",,,,,,"20.6",,,,,"23",,"111","4.96","20.16","55.7",,,,,,,,,,,,,,,,,,,"32.0"
"1","강릉","청소년","출장","13","관리자","3등급","20240712","F","159.7","57.7","31.5","80","79","119","23","23.4",,"32","18.3","22.21","0.378","60.358","9","60.772","22.6",,"19",,"132",,,,,,"40.6",,"33.1",,,,,,,,,,,,,,,,,
"1","원주","성인","일반","20","관리자","3등급","20240712","M","171.2","59","12.6","71.9","85","147","43.5","50.3",,,"14.5",,,,,,"20.1","58","48",,"273",,,,,,"85.3",,"46.0",,,,,,,,,,"0.319",,,,,,,
"3","광주","어르신","일반","77","관리자","3등급","20240712","M","166.2","66.6","30.2",,"89","159","32","32",,,"-1.5",,,,,,"24.1",,,,,"28",,"119","5.11","20.06","48.0",,,,,,,,,,,,,,,,,,,"32.0"
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","144.0","36.3","19.8","63.6","80","120","13.4","16.7",,"0","1.2","35","0.300","66.339","14","66.983","17.5",,"0",,"50",,,,,,"46.0",,"37.0",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","F","166.9","45.1","21.3","67.4","79","119","22.1","21.9",,"12","15.2","27.71","0.402","61.365","9","61.779","16.2",,"23",,"100",,,,,,"49.0",,"37.3",,,,,,,,,,,,,,,,,
"1","안동","성인","일반","37","관리자","참가","20240712","M","178.5","92.2","28.5","91","75","120","47.5","45",,,"1.3",,,,,,"28.9","36",,,,,,,,,"51.5",,,"89","111","123","150","39.9",,,,,"0.393","0.546",,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","F","159.0","59.6","34.3","83.0","7","119","29.3","29.7",,"19","24.5","23.91","0.514","44.852","11","45.358","23.6",,"12",,"172",,,,,,"49.8",,"31.2",,,,,,,,,,,,,,,,,
"1","안동","성인","일반","40","관리자","참가","20240712","M","180.2","84","24.3","90","82","116","41.9","46.3",,,"4",,,,,,"25.9","35",,,,,,,,,"55.1",,,"86","116","140","168","37.3",,,,,"0.363","0.528",,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","149.4","39.8","27.6","58.3","79","119","21.7","20.1",,"29","11.2","19.47","0.502","59.529","13","60.127","17.8",,"27",,"171",,,,,,"54.5",,"42.2",,,,,,,,,,,,,,,,,
"8","세종","어르신","일반","67","관리자","2등급","20240712","F","159.3","50.2","23.7","69.4","66","104","27.1","14.9",,,"22.6",,,,,,"19.8",,,,,"27","620",,"4.92","21.47","54.0",,,,,,,,,,,,,,,,,,,"27.1"
"4","부천","성인","일반","27","관리자","1등급","20240712","F","169.0","55.1","19.0",,"82","119","28.8","29.8",,,"29.9",,,,,,"19.3","41",,,"166",,,,,,"54.1",,,,,,,,"105","39.4",,,"0.310",,,,,,,
"1","강릉","청소년","출장","13","관리자","1등급","20240712","F","151.8","38.1","16.9","63.0","79","119","19","20.8",,"45","17.5","19.13","0.539","53.793","11","54.299","16.5",,"45",,"190",,,,,,"54.6",,"41.4",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","3등급","20240712","F","149.8","43.9","26.7","61","79","119","22.1","26.3",,"40","8.7","19.78","0.490","46.087","12","46.639","19.6",,"31",,"161",,,,,,"59.9",,"37.1",,,,,,,,,,,,,,,,,
"1","KSPO송파별관(파크텔3층)","어르신","일반","66","관리자","2등급","20240712","M","172.4","74.8","26.1",,"83","153","48.1","54.9",,,"19.7",,,,,,"25.2",,,,,"29",,"117","5.085","18.446","73.4",,,,,,,,,,,,,,,,,,,"54.9"
"1","강릉","청소년","출장","13","관리자","참가","20240712","F","160.6","43.5","19.8","66.6","79","119","23.4","25.6",,"38","5.4","19.97","0.577","49.343","10","49.803","16.9",,"39",,"183",,,,,,"58.9",,"40.0",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","147.6","47.9","29.2","73","79","119","25",,,"38","5","19.16","0.501","45.594","18","46.422","22.0",,,,"182",,,,,,"52.2",,,,,,,,,,,,,,,,,,,
"4","세종","성인","일반","44","관리자","참가","20240712","F","165.9","68.5","31","90.9","95","145","28.7","31.9",,,"10.3",,,,,,"24.9","33","16","13.51","135",,,,,,"46.6",,"29.4",,,,,,,,,,,,,,,,,
"2","광산","성인","일반","28","관리자","3등급","20240712","M","180.5","88.1","18.2","82","92","147","48.4","53.8",,,"13.2",,,,,,"27.0","41","55","9.96","243",,,,,,"61.1",,"42.5",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","158.7","40.7","9.8","61.5","79","119","23.4","26.2",,"44","-6.1","18.32","0.539","53.828","11","54.334","16.2",,"52",,"191",,,,,,"64.4",,"47.9",,,,,,,,,,,,,,,,,
"2","창원","성인","일반","41","관리자","참가","20240712","F","167.4","68.4","31.4","85","85","143","27.3","31.2",,,"7.8",,,,,,"24.4","24",,,"169",,,,,,"45.6",,,,,,,,"109","32.9",,,"0.376",,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","M","147.4","38.5","23.3","61.1","79","119","19.3","21.9",,"31","3.7","19.6","0.428","53.901","15","54.591","17.7",,"38",,"130",,,,,,"56.9",,"44.4",,,,,,,,,,,,,,,,,
"1","광산","성인","일반","29","관리자","2등급","20240712","M","170.5","74.7","17.8","80","79","132","43.6","43.2",,,"12.7",,,,,,"25.7","61","55","9.58","230",,,,,,"58.4",,"44.6",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","3등급","20240712","F","155.8","47.8","24.5","69","80","120","22.4","22.5",,"35","11.1","22.13","0.527","49.205","7","49.527","19.7",,"33",,"163",,,,,,"47.1",,"37.4",,,,,,,,,,,,,,,,,
"1","남구(부산)","성인","출장","37","관리자","1등급","20240712","F","163.4","53.5","17.9",,"86","137","30.6","31.7",,,"27",,,,,,"20.0","40",,,,,,,,,"59.3",,,,,,,,"82","40.2",,,"0.282","0.452",,,,,,
"1","군산","성인","일반","55","관리자","참가","20240712","F","160.5","68.2","40.7","87.5","70","123","24.8","31.2",,,"6.8",,,,,,"26.5","3","11",,"123",,,,,,"45.7",,"27.4",,,,,,,,,,"0.480",,,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","F","153.8","54.0","33.3","78.8","802","120","22","23.1",,"19","16.9","22","0.415","57.393","9","57.807","22.8",,"13",,"118",,,,,,"42.8",,"31.8",,,,,,,,,,,,,,,,,
"1","강북","성인","일반","21","관리자","참가","20240712","M","170.2","76.80","17.9","88","83","128","38.9","42.4",,,"8.9",,,,,,"26.5","30","40","11.4","218",,,,,,"55.2",,"41.4",,,,,,,,,,,,,,,,,
"1","강릉","청소년","출장","13","관리자","3등급","20240712","M","161.2","45.7","17.1","58","80","120","28.2","27.6",,"44","24","18.75","0.514","42.933","8","43.301","17.6",,"33",,"198",,,,,,"61.7",,"43.4",,,,,,,,,,,,,,,,,
"1","KSPO송파","성인","일반","19","관리자","참가","20240712","M","179.3","101.5","32.9","109.4","71","132","44.1","40.1",,,"11.8",,,,,,"31.6","31","42",,"190",,,,,,"43.4",,"38.3",,,,,,,,,,"0.358",,,,,,,
"2","고양","성인","일반","25","관리자","3등급","20240712","F","172.1","63.9","32.8",,"70","118","24.9","23.7",,,"22.9",,,,,,"21.6","23",,"13.50","134",,,,,,"39.0",,,,,,,,"109","37.4",,,,,,,,,,
"1","남구(부산)","성인","출장","20","관리자","2등급","20240712","M","180.8","74.4","11.9",,"82","130","55","49.4",,,"17",,,,,,"22.8","63",,,,,,,,,"73.9",,,,,,,,"109","47.1",,,"0.304","0.650",,,,,,
"1","KSPO송파(출장A)","성인","출장","39","관리자","참가","20240712","M","177.2","95.1","33.9",,"68","135","41","41.6",,,"6.9",,,,,,"30.3","30",,,,,,,,,"43.7",,,,,,,,"89","40.5",,,"0.365","0.564",,,,,,
"1","남구(부산)","성인","출장","22","관리자","2등급","20240712","F","177.7","72.7","17.6",,"78","112","40.9","45.1",,,"18",,,,,,"23.0","48",,,,,,,,,"62.0",,,,,,,,"94","38.2",,,"0.341","0.588",,,,,,
"1","강릉","청소년","출장","13","관리자","참가","20240712","F","165.0","51.1","34.1","74.0","79","119","15.2","18.8",,"21","-3.7","21.38","0.440","58.364","12","58.916","18.8",,"14",,"134",,,,,,"36.8",,"34.1",,,,,,,,,,,,,,,,,
"1","고양","성인","일반","19","관리자","참가","20240712","M","172.7","74.4","22.3",,"83","147","44","42.6",,,"8.6",,,,,,"24.9","36",,"11.05","202",,,,,,"59.1",,,,,,,,"112","46.2",,,,,,,,,,
"1","KSPO송파","성인","일반","21","관리자","3등급","20240712","F","172.1","57.0","23.3","76.9","71","112","29","28.7",,,"16.2",,,,,,"19.2","29","31",,"160",,,,,,"50.9",,"36.9",,,,,,,,,,"0.313",,,,,,,
"1","남구(부산)","성인","출장","21","관리자","참가","20240712","M","167.9","78.7","37.0",,"75","121","44","48.3",,,"11.5",,,,,,"27.9","38",,,,,,,,,"61.4",,,,,,,,"113","44.3",,,"0.403","0.564",,,,,,
"1","강릉","청소년","출장","13","관리자","3등급","20240712","M","163.4","45.7","8.5","63","79","119","29.9","25.6",,"44","1.4","17.66","0.551","63.560","8","63.928","17.1",,"60",,"199",,,,,,"65.4",,"49.0",,,,,,,,,,,,,,,,,
"2","남구(부산)","성인","출장","35","관리자","참가","20240712","F","163.2","50.5","23.8",,"70","113","24.5","31.7",,,"-6",,,,,,"19.0","27",,,,,,,,,"62.8",,,,,,,,"92","40.0",,,"0.360","0.464",,,,,,
"4","목포","성인","일반","43","관리자","3등급","20240712","M","173.2","79.8","24.8","93.8","96","135","44.5","46.1",,,"8",,,,,,"26.6","35",,,"199",,,,,,"57.8",,,,,,,,"116","38.6",,,"0.311",,,,,,,
"2","강릉","청소년","출장","13","관리자","참가","20240712","M","164.3","47.0","10.4","63.0","79","119","28.3","31.9",,"46","-3.7","16.79","0.552","47.833","5","48.063","17.4",,"65",,"206",,,,,,"67.9",,"49.8",,,,,,,,,,,,,,,,,
"1","KSPO대구(출장B)","성인","출장","59","관리자","3등급","20240712","M","172.6","67.7","20.8",,"88","137","30.6","35.1",,,"9.7",,,,,,"22.7","46",,"11.6",,,,,,,"51.8",,,,,,,,"110","38.2",,,,"0.452",,,,,,
"4","목포","성인","일반","39","관리자","2등급","20240712","M","172.6","69.2","18.6","83.5","89","151","41.4","39.9",,,"13.2",,,,,,"23.2","39",,,"205",,,,,,"59.8",,,,,,,,"102","43.9",,,"0.295",,,,,,,
"1","춘천","청소년","일반","18","관리자","참가","20240712","M","176.6","74","19","82.5","80","132","29.4","35.4","80",,"10.7","17.28","0.499","48.802","8","49.170","23.7",,,,,,,,,,"47.8",,,"79","109","131",,"47.3",,,,,,,,,,,,
"5","목포","성인","일반","46","관리자","참가","20240712","M","172.4","74.4","25.9","90.4","79","139","42","44.9",,,"-6.1",,,,,,"25.0","46",,,"219",,,,,,"60.3",,,,,,,,"100","41.3",,,"0.306",,,,,,,
"2","목포","성인","일반","30","관리자","2등급","20240712","M","176.2","71.7","16","81.6","93","143","43.6","43.5",,,"12.9",,,,,,"23.1","48",,,"192",,,,,,"60.8",,,,,,,,"93","47.2",,,"0.255",,,,,,,
"7","세종","어르신","일반","76","관리자","3등급","20240712","F","162.6","60.4","29.1","82.3","70","137","27.9","25.1",,,"10.1",,,,,,"22.8",,,,,"30","645",,"4.28","21.10","46.2",,,,,,,,,,,,,,,,,,,"27.9"
"5","창원","성인","일반","35","관리자","참가","20240712","M","173.6","76.2","27.6","88","88","144","40.4","46.3",,,,,,,,,"25.3","32",,,"198",,,,,,"60.8",,,,,,,,"117","41.2",,,"0.315",,,,,,,
"8","세종","성인","일반","63","관리자","2등급","20240712","F","157.7","50.2","28","74","63","105","19.9","23.2",,,"18.7",,,,,,"20.2","22","16","15.84","138",,,,,,"46.2",,"31.5",,,,,,,,,,,,,,,,,
"1","KSPO송파(출장A)","성인","출장","50","관리자","참가","20240712","M","178","96.9","36.9",,"95","154","31.6","30.3",,,"5.2",,,,,,"30.6","29",,,,,,,,,"32.6",,,,,,,,"106","34.9",,,"0.337","0.501",,,,,,
"1","동작","성인","일반","61","관리자","참가","20240712","M","156.1","65.4","35","94","90","159","26.7","35.8",,,"2.9",,,,,,"26.8","21",,,,,,,,,"54.7",,,,,,,,"142","32.2",,,"0.321","0.452",,,,,,
